Username,Time,Tweet,Retweets,Likes,Interaction Count
The Sports Analyst,2023-09-27T18:37:57.000Z,"Underrated part of this is the Bucks losing Jrue Holiday

Of course Dame is an offensive superstar and worth it 

But their team defense just took a hit, and sometimes little things like that matter in the playoffs",0,3,13
{_T.JACKSON_},2023-09-27T19:39:01.000Z,Boston is better in my opinion yes dame makes bucks incredible offensively but jrue defense is what won them a chip in 21 and that’s gone along with depth,0,0,10
RCAtheGreat,2023-09-27T18:48:49.000Z,"Idk man...

Jrue was scoring 20-30 some games AND playing hella defense. Unless Dame averages 30-40 pts what else is he bringing that Jrue wasn't bringing to the Bucks. Yes I know Dame is far ahead of an offensive player. But the type of team does not call for his style of…",1,14,15
Xeno,2023-09-27T19:16:33.000Z,"They got Giannis defense  and a very skilled scorer in dame, they finna honestly make dame defense better if we being honest. Both teams definitely won but the bucks have a better chance at early success.",0,0,10
raymond,2023-09-27T20:08:57.000Z,"Getting rid of Jrue was a huge mistake, his defense is off the charts and he can score with the best of them. The Bucks already had more than enough scoring threats. Dame’s one hell of an offensive player but mark my words, this is not a good fit. Please prove me wrong….",0,5,15
Blend,2023-09-27T21:39:49.000Z,"Dame doesn't play defense and is getting old..

Bucks lost that trade 

Jrue was the heart of that championship run",1,2,13
Child of God,2023-09-27T19:35:15.000Z,Jrue was always playing defense. Who will play defense now ?,0,0,10
Trey,2023-09-27T18:48:06.000Z,The Bucks just made the same trade off. Their drop defense was #1 in the playoffs consistently and why they won a title. Drop with Dame instead of Jrue is not the same.,0,15,15
Jeune Aziz of House Sytark.,2023-09-27T19:08:47.000Z,"Le depth chart des Bucks:

PG: Dame, Dragic
SG: Connughton, Beasley
SF: Middleton, Crowder
PF: Giannis, Portis
C: Lopez, Lopez (or Leonard).

Experience, defense, shooting, playmaking, depth, height, size. 

C’est la meilleure de la NBA sur le papier.",0,3,13
nittygrittysportstalk,2023-09-27T19:52:17.000Z,"1.) Surprised Miami chose to not do what was necessary. They are a little too arrogant for my liking

2.) Great fit for Dame and Bucks- lost some defense but not much and much higher ceiling now offensively",0,1,11
Potential Fraud Alert,2023-09-27T19:36:46.000Z,"Well the Bucks already have a ring, plus I think Giannis and Dame operate more different niches offensively than Dame + Jimmy. I also think the Bucks defense infrastructure is a little more intriguing for me personally.",0,0,10
MynameisTeddy,2023-09-27T19:08:05.000Z,Who’s this a good trade for? Jesus Christ. Blazers got what? Jrue gonna get dealt. Suns got injured players & no center & yeah the Bucks have Dame but lost perimeter defense & have 0 depth?,0,1,11
𝗕𝗪𝗕,2023-09-27T19:01:37.000Z,"Blazers went defense mode I guess 

Thanks for everything Dame 

I’m now a Bucks Supporter as well as I’m sure a lot of blazers fans will be ",0,6,16
Scott’s Shots,2023-09-27T21:49:31.000Z,I just can’t understand all the people worrying about a Bucks team that just lost a ton of defense. Would much rather have Dame on the Bucks than any other contender… especially the Heat. This was a W move by the suns,0,1,11
Blazer Enthusiast,2023-09-27T19:03:14.000Z,"(Ratings Explained)

Blazers: They trade Dame for 3 FRP (1 FRP & 2 Swaps), a role player, and 2 great young players with a lot of good potential and good defense

Bucks: They get Dame (That's it)

Suns: They trade a disgruntled Ayton for the best package they could have got",0,2,12
Letting Go,2023-09-27T20:10:47.000Z,"You think Siakam/Dame core is Championship core? You would need a very specifically build roster for them to even have a chance. Elite defensive Big to start, because Dame’s defense will have you playing 4 on 5 on that end.
I think this is why move to Bucks is a perfect Dame fit. https://twitter.com/Imman_Adan/status/1707124584984572074…",0,1,11
Al Hamilton,2023-09-27T20:01:32.000Z,I can imagine how much Dame will not be playing defense. Which is why the Bucks won a ring.,0,2,12
Phillip Aguilera,2023-09-27T18:50:45.000Z,"Right? Even if Bucks back court got weaker defensively. Bucks have size and Dame takes the offensive load off Giannis and Giannis can exert more energy to the defense. 
Pros and con trade off but Bucks look great on paper.",0,1,11
Anthony95,2023-09-27T18:52:28.000Z,Bucks perimeter defense is going to be cooked. Dame doesn’t really play defense like that. That’s their only drawback. Their offense is very legit though.,0,1,11
Nikola Jokić Fan Club,2023-09-27T19:19:31.000Z,"I think Bucks got better but not worried lol bro is projecting

Dame and Giannis both regressing due to age/injuries and bucks defense is bbq chicken now",0,0,10
StayHumble14,2023-09-27T18:30:48.000Z,Crazy for saying Phoenix got worse I ain’t see the details but bucks did  they got dame they ain’t got no defense at the 1 position which Jrue was a problem now dame finna get his 30 and Gianni’s gone get his but dame finna be giving up buckets so they ain’t get better only on O,0,2,12
Eric {Hoops Distillery},2023-09-27T19:15:34.000Z,"News flash, 
@Bucks
 are not fav to win East with Dame. Their defense will now suck and they're still old.",1,2,13
Paul George,2023-09-27T18:59:51.000Z,"Idk why some Celtics fans are worried about this…

We put up 140 on the Bucks ON THE ROAD and they just downgraded their defense. Also Dame is 5 inches shorter than Jrue

Who is gonna guard the J’s on the wing?

The move looks very solid but I’m not gifting them a ring just yet",0,5,15
Ian Gutterman,2023-09-27T23:17:41.000Z,"We'll see. The Bucks won their title with defense. Dame may be a better player than Jrue but I'm not sure he's a better fit for what Giannis needs.

Dame isn't going to sit in the corner waiting for Giannis to kick him the ball when he can't get through the Celtics' wall.",0,1,11
Dean,2023-09-27T18:53:05.000Z,"At the expense of their defense.

Bucks window looks like it was closing anyway. 35 y/o Dame shouldn't stop Giannis from leaving. And they are completely fucked in the longterm with all of their draft capital gone.",2,7,19
Nathan Marzion,2023-09-27T20:10:31.000Z,"No more worrying about playoff offense. 

No more worrying about who the closer is. 

No more lack of off-dribble scoring.

ITS DAMIAN FREAKING LILLARD LAUNCHING 30 FOOTERS AND RUNNING PICK AND ROLL WITH GIANNIS",94,2100,2194
Mr. Perfect,2023-09-27T19:15:13.000Z,For the ppl saying the bucks got worse. Jrue kind of sucked on offense. Lillard and Giannis will make life much easier for each other.,0,0,10
Ben Sigwart,2023-09-27T20:34:41.000Z,"Terry Stotts with Damian Lillard AND Giannis is going to be awesome. I’ve said that already but thought it should be mentioned again.

He made that Portland offense work well with two combo guards as the features.

Imagine what he can create with Dame paired with Giannis!",0,1,11
Dave Algonquin,2023-09-27T18:35:42.000Z,"Milwaukee: huge upgrade on offense, downgrade on defense, the Lillard/Giannis PnR is gonna be insane 
Portland: gets Ayton, rights to MIL picks when Giannis will be old, and can flip Jrue for more assets
Phoenix: just needs guys who can dribble because the roster is so top-heavy",0,1,11
Casey,2023-09-27T18:42:09.000Z,"The bucks are gonna put out a lineup of
DAMIAN LILLARD
Khris Middleton
Pat Connaughton 
GIANNIS I’m not spelling that name
Brook Lopez

The defense is not going to be a problem at all for them. Oh and this may be the best offense of all time that hasn’t come from a GSW team.",0,0,10
Trade Middleton ASAP,2023-09-27T22:26:45.000Z,Can we please trade Middleton now!!!  If I have to watch him try to run the offense with Lillard and Giannis here I’ll rip my hair out.,0,1,11
Val,2023-09-27T19:16:36.000Z,"Lillard (meilleur coéquipier en carrière = CJ McCollum, no offense mais voilà) qui va découvrir les espaces que peut créer Giannis :",2,11,13
Tyler,2023-09-27T18:21:51.000Z,"If all the teams Lillard could’ve gone to, I’m ok with the Bucks honestly. Better upside on offense for them but big loss on defense. Interesting to see how this plays out but initially I’m excited to see Dame and Giannis play together",0,0,10
Eric,2023-09-27T19:39:18.000Z,"I feel like this Bucks trade for Lillard automatically has Giannis resigning. He wanted improvement and this is an improvement. Sure Jrue plays defense better no doubt, but I think the offense Dame gives outweighs that with this team.",0,0,10
Reece Reese,2023-09-27T19:02:35.000Z,You gonna need that offense in the playoffs which Jrue didn’t provide anymore. Losing Jrue defense is rough but Gaining Lillard offense with Giannis is huge. Allen is a decent defender but they won’t miss him that much imo,0,0,10
Harry Ballsagna,2023-09-27T22:58:06.000Z,"Bottom half of the league? In what metric. Also, the year before that, they were in the top 5. Again, stop pretending their offense can get that much better. Giannis is a ball dominant PF. Lillard is a ball dominant PG. It might not mesh as well as you assume.",0,0,10
Joško,2023-09-27T23:43:57.000Z,I don’t think so. Okoro/Levert on Lillard and Mobley and Allen on Giannis. This season is going go entirely rely on the offense because we know the defense will produce. That being said I do think the Bucks win in a series vs us but not in 4,0,1,11
Beyond the RK,2023-09-27T19:20:11.000Z,"Giannis with snipers Lillard and Middleton and Brolo's drop defense? scary

Ayton's midrange scoring off Scoot's and Sharpe's rim-pressure is a talented offense, with defense tbd if Jrue is flipped for firsts/prospects

Suns offload Ayton for Nurkic and wings to a short rotation",0,4,14
Brandon,2023-09-27T20:15:56.000Z,"I think they're banking on Middleton being healthy again and getting back to his 3&D days. plus, Giannis can hide a lot of Lillard's defensive deficiencies. Jrue is the more well-rounded player for sure but Dame's offense is leaps and bounds above Jrue's.",0,1,11
FT.,2023-09-27T18:39:36.000Z,"He wouldn’t make an open shot for you. Offense stagnates with it. The only player who can complement Giannis much more than Lillard is Steph. On paper, the Bucks will be devastating from the interior and with Lillard, it should be great from the perimeter.",1,0,11
DooM SkrubKiLLa,2023-09-27T18:35:09.000Z,"Milwaukee loses Holiday who was arguably their best on-ball guard defender...We'll see how Lillard and Giannis fit together since Giannis usually has the ball in his hands on offense, somebody will have to play off-ball...Phoenix desperately added more depth, but who gets cut",0,1,11
RBA,2023-09-27T20:26:39.000Z,"We'll see.

Giannis & Jrue had a great run together. I'm not going to assume they can make up w/offense what they're losing w/defense in the backcourt, esp factoring in Lillard's age.

This isn't an automatic homerun. J/S",0,1,11
Al Goodman(CoachGoody421),2023-09-27T19:35:18.000Z,"I want offense over defense if it's a jump from jrue to dame.

Lillard never had a Giannis.",0,1,11
Nick Suarez,2023-09-27T18:30:38.000Z,Yeah but they had pressure to keep Giannis with all the rumblings going on so I assume thats one of the motivating factors and also it is Dame lillard lol. But while that is a hell of an offense its not a superteam id want to see how their D shapes out. Helps when you got Giannis,0,1,11
HOOPS EMPIRE,2023-09-27T18:43:24.000Z,"A lot of people saying “defense” as if it wasn’t Jrues horrific offense that lost them 2022. It was like historic inefficiency. They just replaced Jrue holiday with Damian lillard and still have Giannis, Middleton and Brook. They got better. A lot better.",1,15,16
Charles Simon,2023-09-27T20:07:27.000Z,Holiday is a great defender but the team and Giannis (the biggest star in the Eastern Conference) needed help on offense. They have 2 guys that have been All-NBA on defense. Lillard makes a far bigger impact in the game than Holiday does. Plus thier chief rival just traded their…,0,0,10
Donovxn,2023-09-27T18:30:54.000Z,Lillard and Giannis is a nightmare for any defense,2,20,22
thefifthelemet,2023-09-27T18:22:50.000Z,NBA defense when they see Giannis and Damian Lillard on that pick and roll,4,7,11
Luka,2023-09-27T20:51:36.000Z,"Wie herausragend ist der Fit von Dame bei den Bucks? Dame-Giannis-PnR wird, mit dem Spacing drum herum, böse sein. Gibt es ein besseres Duo als Lopez & Giannis, um die Schwächen von Lillard in der Defense zu kaschieren? Ich bin sehr gespannt auf die neuen Bucks.",1,66,67
BroMo Gh,2023-09-27T19:34:49.000Z,"GIANNIS
LILLARD
MIDDLETON
LOPEZ
PORTIS

We need some dawgssssss for the defense though 

Other than that, we solid!",4,4,18
Stringer Bell,2023-09-27T18:44:04.000Z,Now Lillard can focus on scoring all he wants. Giannis will play defense. It’s perfect!,1,1,12
